order_id,order_value,order_freight,customer_unique_id,customer_state,customer_city,seller_state,seller_state_nunique,seller_id_nunique,product_category_name,product_category_nunique,product_id_nunique,total_weight_g,total_length_cm,total_height_cm,total_width_cm,n_items,is_multi_seller,is_multi_category,is_multi_product,freight_share
000aed2e25dbad2f9ddb70584c5a2ded,144.0,8.77,6457be0b331148fb5454efc88d1e03d9,SP,santa barbara d'oeste,SP,1,1,perfumaria,1,1,468.0,23.0,18.0,19.0,1,False,False,False,0.06090277777777778
000c3e6612759851cc3cbb4b83257986,99.0,13.71,f5f088001070650f9e9a8cd773621f35,SP,jundiai,SP,1,1,esporte_lazer,1,1,1800.0,16.0,16.0,16.0,1,False,False,False,0.1384848484848485
000e562887b1f2006d75e0be9558292e,25.0,16.11,b2c72d1e9f6430603b8337d8f1394a99,SP,cubatao,SC,1,1,cool_stuff,1,1,600.0,20.0,20.0,21.0,1,False,False,False,0.6444
000e63d38ae8c00bbcb5a30573b99628,47.9,8.88,860fc00d3154ce2346c43ebe47b9b6ce,SP,sao paulo,SP,1,1,cama_mesa_banho,1,1,800.0,20.0,20.0,20.0,1,False,False,False,0.18538622129436327
000e906b789b55f64edcb1f84030f90d,21.99,11.85,3588484a539617d91500764822230fb6,SP,santa cruz do rio pardo,SP,1,1,telefonia,1,1,300.0,17.0,4.0,12.0,1,False,False,False,0.538881309686221
000f25f4d72195062c040b12dce9a18a,119.99,44.4,1a6cbc34ea404cb0af7ed74df0999354,RJ,volta redonda,SP,1,1,moveis_escritorio,1,1,9375.0,55.0,54.0,19.0,1,False,False,False,0.3700308359029919
001021efaa8636c29475e7734483457d,49.0,15.1,2193383c470dc9cec894ce78afd0ebd6,PR,ivaipora,SP,1,1,fashion_bolsas_e_acessorios,1,1,250.0,16.0,2.0,20.0,1,False,False,False,0.3081632653061224
0010b2e5201cc5f1ae7e9c6cc8f5bd00,48.9,16.6,e883f26917e2095c439f70c2cf8c914b,RJ,rio de janeiro,SP,1,1,cool_stuff,1,1,1800.0,34.0,5.0,34.0,1,False,False,False,0.33946830265848676
00119ff934e539cf26f92b9ef0cdfed8,219.9,16.98,13df7b623839b4edc579ee40279d57c8,RJ,nova iguacu,PR,1,1,esporte_lazer,1,1,9800.0,105.0,15.0,28.0,1,False,False,False,0.07721691678035471
0011d82c4b53e22e84023405fb467e57,289.0,26.33,02daaa0e021d624d1784c4ea5cc84ace,SP,sao paulo,SP,1,1,malas_acessorios,1,1,2965.0,41.0,27.0,34.0,1,False,False,False,0.09110726643598616
00125cb692d04887809806618a2a145f,109.9,25.51,7ac26eac431c6848694a2de6f0327524,GO,anapolis,SP,1,1,moveis_decoracao,1,1,2500.0,47.0,21.0,41.0,1,False,False,False,0.2321201091901729
00130c0eee84a3d909e75bc08c5c3ca1,27.9,7.94,b5910f24d2483d697b37e3857b621061,SP,sao bernardo do campo,SP,1,1,alimentos,1,1,150.0,17.0,13.0,13.0,1,False,False,False,0.28458781362007174
0013503b13da1eac686219390b7d641b,119.9,17.32,1544f85dff3797491b60f2a5241d14c1,SP,osasco,MG,1,1,moveis_decoracao,1,1,2500.0,34.0,6.0,28.0,1,False,False,False,0.14445371142618849
00137e170939bba5a3134e2386413108,397.0,24.65,38c3bc2d6df03905e3e8d3d5b079acf4,RJ,rio de janeiro,PR,1,1,agro_industria_e_comercio,1,1,2650.0,30.0,30.0,20.0,1,False,False,False,0.06209068010075566
001427c0ec99cf8af737bd88e92fd444,59.9,23.35,2ada69d1c5528233e3d9aa3f1d8da1b1,MG,ituiutaba,PR,1,1,moveis_decoracao,1,1,750.0,69.0,11.0,11.0,1,False,False,False,0.3898163606010017
00143d0f86d6fbd9f9b38ab440ac16f5,63.989999999999995,45.3,bb8a37225e0279ac8a274c9765617eaf,GO,goiania,SP,1,1,esporte_lazer,1,1,540.0,51.0,33.0,42.0,3,False,False,False,0.7079231129864041
0014ae671de39511f7575066200733b7,16.5,14.1,8e5a8d9363eb6296154b65750c8702ca,PR,pinhais,SP,1,1,telefonia,1,1,350.0,19.0,4.0,11.0,1,False,False,False,0.8545454545454545
0015ebb40fb17286bea51d4607c4733c,21.9,15.1,2e0daa38f7fd081ddcda32d972e5ec50,PR,pato bragado,SP,1,1,eletronicos,1,1,150.0,30.0,10.0,20.0,1,False,False,False,0.6894977168949772
00169e31ef4b29deaae414f9a5e95929,39.0,16.11,577edb526f98771b20d6db4a51d79423,RJ,rio de janeiro,SP,1,1,cama_mesa_banho,1,1,550.0,51.0,4.0,41.0,1,False,False,False,0.41307692307692306
0016dfedd97fc2950e388d2971d718c7,49.75,20.8,33febb33a42a35f5826a22584b127f9d,BA,canavieiras,SP,1,1,ferramentas_jardim,1,1,1500.0,27.0,6.0,23.0,1,False,False,False,0.41809045226130653
0017afd5076e074a48f1f1a4c7bac9c5,809.1,44.29,98758d88bf4b8eef1372ddee45d63178,AL,campo alegre,MG,1,1,informatica_acessorios,1,1,3407.0,28.0,22.0,23.0,1,False,False,False,0.05473983438388332
001862358bf858722e1e2ae000cfed8b,99.99,13.72,eb2568a7ba9b2ca9bf1f818a8dea82ce,SP,cunha,SP,1,1,cool_stuff,1,1,1200.0,42.0,25.0,15.0,1,False,False,False,0.13721372137213722
0019c29108428acffd089c36103c9440,59.9,19.95,d02e64b28b7c386aab81bb6ce148799a,MG,monte siao,PR,1,1,moveis_decoracao,1,1,750.0,69.0,11.0,11.0,1,False,False,False,0.3330550918196995
001ab0a7578dd66cd4b0a71f5b6e1e41,74.67,52.89,d1f24d1d504e27bee13b415e40daeab0,BA,salvador,DF,1,1,eletronicos,1,1,450.0,66.0,39.0,45.0,3,False,False,False,0.7083165930092407
001ac194d4a326a6fa99b581e9a3d963,54.0,8.54,3d01f9412759a6a68f249b76eca0de78,SP,cubatao,SP,1,1,construcao_ferramentas_construcao,1,1,418.0,19.0,6.0,13.0,1,False,False,False,0.15814814814814812
001b76dd48a5b1eee3e87778daa40df8,81.99,13.01,b32ff8caad5902c55fa167e7dc77cc69,SP,santa salete,SP,1,1,informatica_acessorios,1,1,207.0,17.0,12.0,13.0,1,False,False,False,0.15867788754726186
001c85b5f68d2be0cb0797afc9e8ce9a,99.0,13.71,55a269f324455e78349e7b9b7e7e5911,SP,sao paulo,SP,1,1,cama_mesa_banho,1,1,1550.0,44.0,14.0,34.0,1,False,False,False,0.1384848484848485
001d8f0e34a38c37f7dba2a37d4eba8b,37.98,15.56,870a0bdc769f9a7870309036740e79ea,SP,sao paulo,SP,1,1,beleza_saude,1,1,300.0,86.0,26.0,28.0,2,False,False,False,0.40968931016324384
001daeb0eddc45b999bad0801ad9d273,38.33,16.79,dc5aa19797b8fb7a4929ad109fb25553,BA,itapicuru,SP,1,1,pet_shop,1,1,300.0,16.0,16.0,16.0,1,False,False,False,0.43803809026871904
001dbc16dc51075e987543d23a0507c7,69.9,18.0,c6f624cf0e9908fe310d59a80350bea0,MG,santos dumont,SP,1,1,cama_mesa_banho,1,1,950.0,45.0,15.0,35.0,1,False,False,False,0.2575107296137339
001e7ba991be1b19605ca0316e7130f9,195.0,18.21,100bf2da12cc1fd1b556507aa87bf3a1,MS,campo grande,PR,1,1,informatica_acessorios,1,1,850.0,31.0,11.0,11.0,1,False,False,False,0.09338461538461539
001e7cf2ad6bef3ade12ebc56ceaf0f3,35.9,15.2,43860f86362fea12550bfa19ef73015f,MG,coromandel,MG,1,1,beleza_saude,1,1,1614.0,31.0,16.0,28.0,1,False,False,False,0.4233983286908078
0020262c8a370bd5a174ea6a2a267321,79.5,21.05,484689f7961df6e755f6373221aff64d,PR,guaratuba,SP,1,1,moveis_decoracao,1,1,2850.0,40.0,5.0,44.0,1,False,False,False,0.2647798742138365
0020a222f55eb79a372d0efee3cca688,29.99,15.1,87ae4c644c15d9c6b6f826dfec33b340,RJ,volta redonda,SP,1,1,moveis_decoracao,1,1,700.0,26.0,8.0,22.0,1,False,False,False,0.5035011670556853
002175704e8b209f61b9ad5cfd92b60e,109.9,13.21,e7d41c19da317af0612170197303d5a9,SP,araraquara,SP,1,1,audio,1,1,588.0,19.0,14.0,17.0,1,False,False,False,0.12020018198362148
00229e4e43f7a7e0b9dd819ad43268d3,74.9,16.49,12d280dc9e8bf7888a3d2a8a8ae74f8d,SP,sao bernardo do campo,PR,1,1,esporte_lazer,1,1,450.0,36.0,18.0,18.0,1,False,False,False,0.22016021361815752
0025081dcf9330f9a5052ae82c6ce396,14.95,18.23,d4c0c343658dec14b2197594314c2cc3,MG,governador valadares,SP,1,1,livros_tecnicos,1,1,300.0,23.0,2.0,16.0,1,False,False,False,1.2193979933110368
00254baeb6c932b0a8aeead91fbd02b5,149.9,43.11,f99edeaa8a00f9866fd8fce5a0b83d4f,CE,fortaleza,SP,1,1,bebes,1,1,8250.0,44.0,32.0,35.0,1,False,False,False,0.2875917278185457
00259a44fcad3fc0474329e925d14fc3,19.99,14.1,8a04e75a04c11b76156ef03b8ea45a18,MG,belo horizonte,SP,1,1,informatica_acessorios,1,1,300.0,16.0,6.0,17.0,1,False,False,False,0.7053526763381691
0025c5d1a8ca53a240ec2634bb4492ea,390.0,29.39,fa78b26c2fa23b2ebda98c2926305c1d,CE,amanari,SP,1,1,esporte_lazer,1,1,2100.0,36.0,9.0,14.0,1,False,False,False,0.07535897435897436
002611a77fe03d076285fd4ca95db77c,135.0,21.75,c01bed915357c68393943dd8b7a51655,DF,brasilia,RS,1,1,informatica_acessorios,1,1,200.0,16.0,15.0,15.0,1,False,False,False,0.16111111111111112
002691433f09002ac9ca0c4e8dbb8ead,104.0,16.43,f77be85d218371e1afd9685f7ae828b2,RS,porto alegre,SP,1,1,telefonia,1,1,260.0,19.0,7.0,13.0,1,False,False,False,0.15798076923076923
0026a368634b6e6f34f33b1499773a30,149.0,15.8,2ecb0fc377050ca3b001d3a199e951ec,SP,sao paulo,RS,1,1,cool_stuff,1,1,1000.0,33.0,44.0,19.0,1,False,False,False,0.10604026845637585
00275bce676303c3bfd7292aefdfa223,279.9,13.46,c5e94cf711798a7bdde48952d2b3ee28,SP,sao paulo,SP,1,1,telefonia,1,1,300.0,18.0,10.0,13.0,1,False,False,False,0.04808860307252591
00276d5c3491fbf55305e26891040df9,44.9,23.22,af11903c9def1d99643292e8d695b212,PR,cambe,MG,1,1,moveis_decoracao,1,1,2750.0,70.0,5.0,15.0,1,False,False,False,0.5171492204899777
002834535f7a609a5c68266f173fa59e,37.99,19.18,457626c51309d814c33966c88a161545,PE,recife,SP,1,1,telefonia,1,1,300.0,17.0,4.0,12.0,1,False,False,False,0.5048697025533034
0028de0ca693a1bb26448916a81105cc,29.99,15.31,f94d7c267f1bb6956a0c6c6fef65da8b,RS,canoas,SP,1,1,construcao_ferramentas_iluminacao,1,1,1400.0,24.0,15.0,38.0,1,False,False,False,0.5105035011670557
002955b0acc63d04f6724a31967e82bd,120.0,15.59,f139f07dd192b4c3a1b21082a9c632a2,MG,manhuacu,SP,1,1,perfumaria,1,1,475.0,20.0,9.0,14.0,1,False,False,False,0.12991666666666665
0029c5db35ef291ce99d1262012e7daa,492.75,21.62,b31e69e978d97f380d52102ac379fd7e,SP,guarulhos,SP,1,1,beleza_saude,1,1,9900.0,30.0,39.0,38.0,1,False,False,False,0.043876204972095385
0029f17cf0e7640c5cb6825af681303f,94.9,18.54,83e1722d7fa45e1393a1226cd68c46b1,PR,umuarama,SP,1,1,brinquedos,1,1,50.0,25.0,11.0,15.0,1,False,False,False,0.19536354056902
002af7fa9eb99d1456bceb6a13d6fc0b,88.34,21.11,cb56f37beb68b1e2557f4ce00879d21c,SC,sao bento do sul,SP,1,1,moveis_decoracao,1,1,2500.0,60.0,12.0,20.0,1,False,False,False,0.23896309712474528
002b430ff89b3a24c31a1170acbbedea,199.99,65.56,b1f8d8ebab0d8174f573bb6797ba8240,MG,ituiutaba,SP,1,1,cool_stuff,1,1,2050.0,40.0,40.0,30.0,1,False,False,False,0.32781639081954095
002b4e6fa42cd4a22cc86abc18fe9c05,99.9,19.67,248d18ee4a4b0977fd21ef3273eb4352,SP,sao paulo,RS,1,1,papelaria,1,1,700.0,20.0,50.0,40.0,1,False,False,False,0.1968968968968969
002c9def9c9b951b1bec6d50753c9891,156.0,17.8,6bcc1cd0c7f8bffa6f67a6a1fbef5782,SP,sao paulo,SP,1,1,utilidades_domesticas,1,1,1900.0,50.0,20.0,72.0,2,False,False,False,0.11410256410256411
002d040018d12a3853c059f7f23ab5b1,155.0,14.84,125afe43321f838bed64b7e0ecfddba4,PR,pinhais,SP,1,1,perfumaria,1,1,429.0,20.0,12.0,14.0,1,False,False,False,0.09574193548387097
002f16b7bc4530031b7d90f791b12d8a,249.9,34.23,eb859d4b5ab54b643d2c0cedaca0c9fb,SP,sao paulo,PR,1,1,moveis_decoracao,1,1,7850.0,52.0,18.0,35.0,1,False,False,False,0.13697478991596637
002f19a65a2ddd70a090297872e6d64e,53.98,23.31,205d5aa158338f2b733a07326aae8c87,BA,camacari,SP,1,1,cama_mesa_banho,1,1,800.0,16.0,10.0,16.0,1,False,False,False,0.43182660244535015
002f98c0f7efd42638ed6100ca699b42,53.89,39.730000000000004,2e875ea57961ad115cec13fef0920ae6,RS,porto alegre,MG,2,2,consoles_games,2,2,650.0,46.0,14.0,36.0,2,True,True,True,0.7372425310818335
0030d783f979fbc5981e75613b057344,60.6,17.67,199888480790cc4f6135f3a3e11af83e,RJ,rio de janeiro,MG,1,1,utilidades_domesticas,1,1,1000.0,40.0,28.0,28.0,1,False,False,False,0.2915841584158416
0030ff924c38549807645976adeef2c0,225.0,67.24,da9fe686eb368251f74be6cf68c13678,MG,belo horizonte,SP,1,1,bebes,1,1,23250.0,23.0,50.0,84.0,1,False,False,False,0.2988444444444444
00310b0c75bb13015ec4d82d341865a4,39.9,15.38,ec979208947bbba310f2ad8e50963725,MG,belo horizonte,SP,1,1,utilidades_domesticas,1,1,200.0,16.0,12.0,11.0,1,False,False,False,0.38546365914786973
00324b3eda39ba5ecce3945823e3594c,76.0,34.07,137b3b977306da3cbeb1b552378f08e2,PR,toledo,SP,1,1,industria_comercio_e_negocios,1,1,3950.0,16.0,103.0,25.0,1,False,False,False,0.4482894736842105
0032d07457ae9c806c79368d7d9ce96b,159.0,27.19,98e71752819916789567071c52c4239e,RJ,rio de janeiro,SP,1,1,utilidades_domesticas,1,1,3150.0,43.0,27.0,27.0,1,False,False,False,0.1710062893081761
003324c70b19a16798817b2b3640e721,205.8,28.9,fbe6316a06058c651539cbf59ec5a0ef,MG,diamantina,MG,1,1,malas_acessorios,1,1,2600.0,66.0,20.0,98.0,2,False,False,False,0.14042759961127307
00335b686d693c7d72deeb12f8e89227,63.9,16.89,22b12c9c5bc6ba994b2423d87d3bb88a,ES,vila velha,SP,1,1,brinquedos,1,1,300.0,25.0,16.0,16.0,1,False,False,False,0.2643192488262911
00335f75ea6a4455b524a8dd177067f5,168.8,8.21,a666bec8af192f2238a0b719a7063a00,RJ,rio de janeiro,RJ,1,1,pet_shop,1,1,127.0,18.0,10.0,14.0,1,False,False,False,0.04863744075829384
00337fe25a3780b3424d9ad7c5a4b35e,119.8,19.88,3c857a6f7828bfb70fb712e2393cfd1b,SP,sao paulo,SP,1,1,cama_mesa_banho,1,2,1400.0,75.0,10.0,49.0,2,False,False,True,0.1659432387312187
003423b755b562962a6225a8de40d12e,232.75,28.58,7e765e16bdd8cf6bb0dc7728e1294636,BA,medeiros neto,SP,1,1,ferramentas_jardim,1,1,1600.0,18.0,22.0,17.0,1,False,False,False,0.12279269602577872
00345f338696283410b7977d2e3efc89,48.9,18.44,93b592cbb89abbda7dc554c39add344e,SP,mogi-guacu,RJ,1,1,beleza_saude,1,1,870.0,19.0,17.0,15.0,1,False,False,False,0.37709611451942743
0035246a40f520710769010f752e7507,87.0,12.11,d56ded4569dd9821b2f83710a56afbde,SP,sao paulo,SP,1,1,cama_mesa_banho,1,1,1300.0,45.0,15.0,35.0,1,False,False,False,0.13919540229885058
0035c0b07126fe9c24a325216fb96064,131.9,18.54,9392534851a5f1f12396b5f897f9f2ad,SP,campinas,MG,1,1,cool_stuff,1,1,2275.0,45.0,25.0,18.0,1,False,False,False,0.14056103108415466
0035e6b7ade84b3f5b86bd49814793df,19.9,14.1,fdfa1cc68f121149d8fcc27ee96e134c,SP,sao paulo,RJ,1,1,moveis_decoracao,1,1,100.0,16.0,3.0,11.0,1,False,False,False,0.7085427135678393
0036757472ece3dde52fd4bfd929c90e,136.99,66.04,be03685420bb977861dda08f4b4088b3,SP,bauru,SP,1,1,moveis_escritorio,1,1,15475.0,81.0,7.0,83.0,1,False,False,False,0.4820789838674356
0036887767dea4bd43b1a88cd0d9477a,399.99,23.64,6d151e185615942c0bc8cd9373471ad1,MG,belo horizonte,RJ,1,1,brinquedos,1,1,8100.0,30.0,36.0,46.0,1,False,False,False,0.059101477536938424
00378c6c981f234634c0b9d6128df6dd,41.0,11.85,cd2fd2a38f5903eb2a7377b548e0bfdd,SP,sao paulo,SP,1,1,esporte_lazer,1,1,183.0,16.0,18.0,16.0,1,False,False,False,0.2890243902439024
003822434f91204da0a51fe4cf2aba18,138.0,37.16,250b38e3586d512ece3671470c5d5f6d,RJ,rio de janeiro,SP,1,1,perfumaria,1,1,500.0,32.0,20.0,22.0,2,False,False,False,0.2692753623188405
0039500db36d50d7d0bfaf23723550f3,169.9,33.33,77971c2442b1adbbe0448409df2ea56a,AL,maceio,PR,1,1,esporte_lazer,1,1,1092.0,30.0,26.0,22.0,1,False,False,False,0.19617422012948793
003a7f59d7e08a9c61d9e2881fe6459c,119.0,15.28,3725c5b8c1cf5ee69158f66922a862c4,DF,brasilia,GO,1,1,utilidades_domesticas,1,1,700.0,28.0,19.0,26.0,1,False,False,False,0.1284033613445378
003a94f778ef8cfd50247c8c1b582257,39.9,18.08,ffec490ab531184a483efe2eedd68908,MS,campo grande,SP,1,1,construcao_ferramentas_construcao,1,1,350.0,16.0,61.0,16.0,1,False,False,False,0.4531328320802005
003cc6161d7a2593f2525cce0c330d32,85.0,12.9,0c35f915ac95c942a535a99bc22524a8,SP,sao paulo,SP,1,1,utilidades_domesticas,1,1,1800.0,30.0,30.0,30.0,1,False,False,False,0.15176470588235294
003d0634280ff3d1d3a54459349a6899,220.0,8.89,2fe9477037604b2d6f60ffc998eb0812,SP,barueri,SP,1,1,informatica_acessorios,1,1,710.0,33.0,14.0,15.0,1,False,False,False,0.04040909090909091
003d804eef0e1b856881cd18e0cc0d4c,277.0,35.74,3f7fe16073dbdd44c23f327bab3def2c,MA,imperatriz,SP,1,1,relogios_presentes,1,1,533.0,20.0,8.0,11.0,1,False,False,False,0.12902527075812276
003d9fc84ad902adf2265248b5ffe1a4,66.99,27.75,f26b89209f5378f95d8e664073b76419,SP,sao paulo,MA,1,1,beleza_saude,1,1,350.0,19.0,12.0,13.0,1,False,False,False,0.41424093148231084
003edccf16bc5ec447f592913b3df2b4,14.0,50.85,5c96a427e784b5e917f5a4fbf0f9e84a,MA,vitoria do mearim,SP,1,1,telefonia,1,1,217.0,18.0,4.0,13.0,1,False,False,False,3.632142857142857
003f201cdd39cdd59b6447cff2195456,170.0,34.06,770c43f54c33cbf4bc49b7f2d6576891,RJ,rio de janeiro,PR,1,1,informatica_acessorios,1,1,346.0,36.0,26.0,24.0,2,False,False,False,0.2003529411764706
003f9bcc09427647c4b9d361a523545b,229.0,9.8,1c83b776b851b057dcc32bb2fa5edbdd,SP,ribeirao pires,SP,1,1,relogios_presentes,1,1,500.0,20.0,11.0,15.0,1,False,False,False,0.042794759825327516
00404fa7a687c8c44ca69d42695aae73,99.9,0.0,095ffc730d9d2da2f12a0bec18722aae,SP,sao paulo,SP,1,1,relogios_presentes,1,1,584.0,16.0,11.0,13.0,1,False,False,False,0.0
0040a56893444cb56cba7cfe2225e34e,84.9,34.39,89f85ff8f63aa9404d98a83cf96cd4e4,BA,salvador,PR,1,1,informatica_acessorios,1,1,321.0,19.0,14.0,13.0,1,False,False,False,0.4050647820965842
004157daafa0bc8672e01f00e4f0c04f,189.0,33.91,e7aa5a5869f3e9d7d04fd3aa5f90631f,CE,fortaleza,SP,1,1,moveis_decoracao,1,1,2850.0,50.0,50.0,16.0,1,False,False,False,0.1794179894179894
00418a49a685c6bb60633291c3fab17a,49.0,7.78,3b776563843bf7cb5adb4e65296aefae,SP,osasco,SP,1,1,relogios_presentes,1,1,200.0,16.0,2.0,11.0,1,False,False,False,0.15877551020408165
004345d16a1ab2c21962992c721c8643,37.9,15.37,8c07068e51d745035b296ebc1c8cd16a,GO,aguas lindas de goias,SP,1,1,utilidades_domesticas,1,1,525.0,18.0,19.0,16.0,1,False,False,False,0.4055408970976253
0044c6f6d22dd280534344177c81b989,179.93,16.14,b2c2e2635aded82494c5be5843664b74,SP,sao paulo,RS,1,1,eletronicos,1,1,100.0,16.0,16.0,16.0,1,False,False,False,0.08970155060301228
0045e3085f083f0f38d24bb3f22e6593,116.9,13.84,5eb8cc30e45a67bdb05240e7e735967d,SP,sao jose dos campos,SP,1,1,beleza_saude,1,1,1350.0,27.0,9.0,18.0,1,False,False,False,0.1183917878528657
0045f5225a96ef46630701167528fdcb,94.9,15.51,02b3bd80b9721b83c5b155ace3feede9,MG,nova serrana,MG,1,1,automotivo,1,1,1600.0,30.0,30.0,30.0,1,False,False,False,0.16343519494204425
0046176ff0dbc2a178b7885355dfbb71,121.99,15.73,58a7135fcd46147533c2f50747435ec2,MG,nova lima,SP,1,1,consoles_games,1,1,150.0,20.0,3.0,18.0,1,False,False,False,0.12894499549143373
0046e1d57f4c07c8c92ab26be8c3dfc0,7.79,7.78,b0efd7adeb04d15b16edaedd11215d40,SP,sao paulo,SP,1,1,,0,1,200.0,16.0,5.0,12.0,1,False,False,False,0.9987163029525032
00471463a6106056c1a2a809f70de640,179.99,85.97,1e57acebf9849b1d7af7c21c14c1b99f,DF,brasilia,SP,1,1,moveis_decoracao,1,1,28600.0,41.0,43.0,91.0,1,False,False,False,0.4776376465359186
00482f2670787292280e0a8153d82467,7.6,10.96,d4c784ecad19dfe09e63ffaf9ada82a3,MG,juiz de fora,MG,1,1,,0,1,700.0,35.0,14.0,11.0,1,False,False,False,1.442105263157895
0049edf42837aa808e03552a62bd2158,49.9,17.6,c5cc879614b6acdf5b62db3edd062e81,RJ,rio de janeiro,SP,1,1,ferramentas_jardim,1,1,1750.0,37.0,22.0,40.0,1,False,False,False,0.3527054108216433
004b62108b876867938746ad3154167f,110.32,8.03,49e67d53accc3f7540aa695b147e8b05,SP,sao paulo,SP,1,1,beleza_saude,1,1,150.0,22.0,3.0,15.0,1,False,False,False,0.07278825235678027
004ba47bb589cdbc485e6025bd6d3c81,49.0,11.85,8b9c297f4874622ea42c249bba3854d7,SP,santa fe do sul,SP,1,1,telefonia,1,1,250.0,18.0,3.0,28.0,1,False,False,False,0.24183673469387754
004ca5ae248069d68e8594df8abf6ce0,159.9,61.18,7af7a47d87d53e6db00e70790bba0370,PA,belem,RJ,1,1,perfumaria,1,1,367.0,21.0,15.0,18.0,1,False,False,False,0.382614133833646
004d76fef3dd46eb4f70da049c8d1f93,120.0,27.39,b96d7210632c1e88eafbf34998081f43,SP,matao,SP,1,1,papelaria,1,1,7700.0,28.0,55.0,37.0,1,False,False,False,0.22825
004eab0fd8f28adaf8d488976f77febe,21.5,11.98,5b861df2503dbc8ca307dfb7e18b300b,RJ,rio de janeiro,RJ,1,1,esporte_lazer,1,1,1338.0,23.0,12.0,14.0,1,False,False,False,0.5572093023255814
004f5d8f238e8908e6864b874eda3391,122.99,15.61,17726716a98c98a7806b43a789820245,MS,corumba,SP,1,1,,0,1,400.0,20.0,12.0,15.0,1,False,False,False,0.12692088787706318
004fb11815bc03b01b20a614eef69d14,72.99,19.75,aaeafdd832692cf3b77f4eeded665088,BA,bom jesus da lapa,SP,1,1,cool_stuff,1,1,1000.0,42.0,25.0,15.0,1,False,False,False,0.2705850116454309
